TIME              V(N27236)         I(R_RK2)              Pn 

0.014001          99.76903305          12.16722399          1213.91217
0.014002          99.64109331          31.87495996          3176.05586
0.014003          99.51243131          51.38824431          5113.76913
0.014004          99.38331768          70.67243238          7023.6608
0.014005          99.25369655          89.73099685          8906.13313
0.014006          99.12357006          108.5646809          10761.31875
0.014007          98.992868          127.186808          12590.5869
0.014008          98.86180228          145.56802          14391.11681
0.014009          98.73032948          163.7172853          16163.86152
0.01401          98.59845536          181.647799          17910.1924
0.014011          98.46617426          199.3174639          19626.02813
0.014012          98.33359119          216.7637335          21315.15635
0.014013          98.20062717          233.9918518          22978.1466
0.014014          98.06743182          250.9772039          24612.68983
0.014015          97.93402272          267.7205255          26218.94803
0.014016          97.80039629          284.2255218          27797.36867
0.014017          97.66648736          300.5017594          29348.95129
0.014018          97.53245885          316.53152          30872.09745
0.014019          97.3983343          332.3156739          32366.9931
0.01402          97.26410361          347.8789104          33836.13038
0.014021          97.129706          363.1683632          35274.43635
0.014022          96.99533752          378.2183888          36685.42028
0.014023          96.86095974          393.0306158          38069.32265
0.014024          96.72659339          407.5983529          39425.60015
0.014025          96.59217302          421.9304166          40755.1758
0.014026          96.45786755          436.0115329          42056.74269
0.014027          96.3236919          449.8428845          43330.52741
0.014028          96.18963138          463.4281387          44576.98183
0.014029          96.05563229          476.7756803          45796.98943
0.01403          95.92184268          489.8927074          46991.41121
0.014031          95.78836407          502.714222          48154.17292
0.014032          95.65497026          515.3145877          49292.40156
0.014033          95.52188409          527.6696351          50403.99772
0.014034          95.38911575          539.7743465          51488.59762
0.014035          95.25665321          551.6323138          52546.64802
0.014036          95.12451934          563.2436589          53578.28232
0.014037          94.99265651          574.6159063          54584.29141
0.014038          94.8612251          585.7374886          55563.77576
0.014039          94.73024076          596.6100129          56517.01016
0.01404          94.59964085          607.2579958          57446.38831
0.014041          94.46949709          617.6262753          58346.84362
0.014042          94.33987577          627.7564764          59222.468
0.014043          94.21075558          637.6489519          60073.38955
0.014044          94.08207324          647.3039094          60899.69381
0.014045          93.95398679          656.71186          61700.69742
0.014046          93.82650892          665.8746013          62476.68922
0.014047          93.69961594          674.7954546          63228.07493
0.014048          93.57333682          683.4751577          63955.05114
0.014049          93.44761192          691.9199141          64658.26361
0.01405          93.32252172          700.1422194          65339.03748
0.014051          93.19829875          708.0812536          65991.96821
0.014052          93.0746066          715.8026775          66623.05261
0.014053          92.95166558          723.2907202          67231.07714
0.014054          92.82949417          730.540728          67815.72625
0.014055          92.70807312          737.5558145          68377.37838
0.014056          92.58734453          744.3414587          68916.59908
0.014057          92.46745002          750.8916427          69433.03544
0.014058          92.34839824          757.2083736          69926.98044
0.014059          92.23016776          763.2947036          70398.79856
0.01406          92.11265449          769.1740101          70850.65984
0.014061          91.99617763          774.7855962          71277.31333
0.014062          91.88054059          780.1816619          71683.51285
0.014063          91.7657806          785.3588226          72069.06541
0.014064          91.65185174          790.315197          72433.85126
0.014065          91.53888416          795.0469828          72777.71366
0.014066          91.42688706          799.5563059          73100.94408
0.014067          91.31584622          803.8459956          73403.87732
0.014068          91.20569465          807.9201269          73686.9164
0.014069          91.09656706          811.7759022          73949.99791
0.01407          90.98837262          815.4337192          74194.98709
0.014071          90.88128906          818.8446718          74417.65931
0.014072          90.77522658          822.0526662          74622.01703
0.014073          90.67017912          825.056575          74808.02744
0.014074          90.56617105          827.8519599          74975.3822
0.014075          90.46314916          830.4421575          75124.41276
0.014076          90.36123717          832.8260963          75255.19641
0.014077          90.26042908          835.0059545          75367.99574
0.014078          90.1607069          836.9842068          75463.08775
0.014079          90.06208052          838.7627072          75540.71447
0.01408          89.96441957          840.3606479          75602.55792
0.014081          89.86809497          841.7294001          75644.61767
0.014082          89.77284344          842.913812          75670.76968
0.014083          89.67864239          843.9122745          75680.90707
0.014084          89.58562121          844.7198159          75674.74946
0.014085          89.49378078          845.3386296          75652.55
0.014086          89.40309411          845.7709117          75614.53641
0.014087          89.31351681          846.0188248          75560.91653
0.014088          89.22514818          846.0839906          75491.96943
0.014089          89.13798417          845.9685928          75407.93503
0.01409          89.05190337          845.6896496          75310.27296
0.014091          88.96716618          845.2047499          75195.47144
0.014092          88.8836095          844.5547407          75067.07377
0.014093          88.80122869          843.7377219          74924.9464
0.014094          88.72005808          842.7505515          74768.87788
0.014095          88.64004808          841.5945294          74598.97955
0.014096          88.56128668          840.2728774          74415.64718
0.014097          88.48377298          838.7877495          74219.10481
0.014098          88.40748702          837.1409254          74009.5255
0.014099          88.33238011          835.3334592          73786.99264
0.0141          88.25842326          833.3822723          73553.00533
0.014101          88.1859543          831.2515674          73304.71273
0.014102          88.11459057          828.9735588          73044.66573
0.014103          88.04446163          826.5503102          72773.17707
0.014104          87.97559323          823.9791969          72490.05866
0.014105          87.90797316          821.2618038          72195.46061
0.014106          87.84155533          818.3984329          71889.39123
0.014107          87.77640626          815.3941671          71572.36967
0.014108          87.71252395          812.2511257          71244.59632
0.014109          87.64989227          808.9707541          70906.19945
0.01411          87.58839941          805.5664591          70558.27677
0.014111          87.52833252          802.0051916          70198.17709
0.014112          87.46947924          798.3220151          69828.81093
0.014113          87.41183824          794.5147702          69449.99657
0.014114          87.35540904          790.5789344          69061.34619
0.014115          87.30025249          786.5206934          68663.45512
0.014116          87.24635153          782.3420326          68256.48799
0.014117          87.19369128          778.0441844          67840.54442
0.014118          87.14224075          773.626456          67415.54288
0.014119          87.09204804          769.0956476          66982.11509
0.01412          87.04300444          764.4628943          66541.1471
0.014121          86.99536567          759.6989522          66090.28815
0.014122          86.9489224          754.8354001          65632.12463
0.014123          86.90367361          749.8699035          65166.44934
0.014124          86.85965256          744.8010998          64693.16475
0.014125          86.81684858          739.6313067          64212.45916
0.014126          86.77523555          734.359303          63724.2015
0.014127          86.73484845          728.9927068          63229.07195
0.014128          86.69568307          723.533307          62727.21427
0.014129          86.65772484          717.9819709          62218.68407
0.01413          86.62084289          712.345541          61703.97119
0.014131          86.58536576          706.6090136          61181.99989
0.014132          86.55102101          700.7921437          60654.27555
0.014133          86.5178078          694.8914602          60120.4858
0.014134          86.48578459          688.9121485          59581.10768
0.014135          86.4549449          682.855928          59036.27163
0.014136          86.4252689          676.7233404          58485.99666
0.014137          86.39675202          670.5166241          57930.4585
0.014138          86.36937664          664.2338869          57369.46675
0.014139          86.34315548          657.8836257          56803.74818
0.01414          86.317988          651.4729426          56233.83364
0.014141          86.29412754          644.9821462          55658.17159
0.014142          86.27135158          638.4350029          55078.6506
0.014143          86.24966032          631.8291878          54495.05283
0.014144          86.22908242          625.1644105          53907.35348
0.014145          86.20960006          618.4384125          53315.3282
0.014146          86.19122091          611.6601816          52719.73783
0.014147          86.17393758          604.8311918          52120.68537
0.014148          86.15773406          597.9517011          51518.16364
0.014149          86.14259078          591.0192942          50911.9332
0.01415          86.12843699          584.0465975          50303.02057
0.014151          86.11551283          577.0266112          49690.94254
0.014152          86.10358292          569.9639767          49075.94053
0.014153          86.0926543          562.8582857          48457.96381
0.014154          86.08276235          555.7170057          47837.65494
0.014155          86.07389217          548.5415431          47215.10563
0.014156          86.06603087          541.3318377          46590.28265
0.014157          86.05917189          534.0851815          45962.92844
0.014158          86.05330687          526.8109192          45333.82169
0.014159          86.0484274          519.5102977          44703.04414
0.01416          86.04444588          512.185209          44070.6925
0.014161          86.04158379          504.8271593          43436.12833
0.014162          86.03962645          497.451823          42800.56903
0.014163          86.03858743          490.0570374          42163.81526
0.014164          86.03848344          482.6385541          41525.48924
0.014165          86.03930525          475.2058204          40886.37864
0.014166          86.04103905          467.7599994          40246.55637
0.014167          86.04368031          460.3008059          39605.97539
0.014168          86.04721302          452.8300514          38964.76389
0.014169          86.05163336          445.3446455          38322.63415
0.01417          86.05684741          437.8543435          37680.36443
0.014171          86.0630664          430.3613426          37038.2168
0.014172          86.07010213          422.8563626          36395.29032
0.014173          86.07794777          415.3520971          35752.65612
0.014174          86.08662259          407.8487621          35110.32246
0.014175          86.09611794          400.3459516          34468.23227
0.014176          86.10642545          392.8404413          33826.08617
0.014177          86.11752513          385.3415226          33184.65826
0.014178          86.1294096          377.850123          32544.00801
0.014179          86.14206885          370.3657297          31904.07019
0.01418          86.15543449          362.8853998          31264.54929
0.014181          86.1696749          355.4194315          30626.37687
0.014182          86.18461101          347.9652711          29989.25153
0.014183          86.20025644          340.5245694          29353.30521
0.014184          86.21663407          333.0937196          28718.21933
0.014185          86.23371234          325.6818238          28084.75271
0.014186          86.25147686          318.2896511          27452.95248
0.014187          86.2699277          310.9165486          26822.74817
0.014188          86.28906678          303.5591517          26193.83591
0.014189          86.30885968          296.2264174          25566.96429
0.01419          86.32924618          288.9166986          24941.9608
0.014191          86.35038021          281.6313571          24318.97476
0.014192          86.37210422          274.3747538          23698.32483
0.014193          86.39442251          267.1452291          23079.85779
0.014194          86.41734552          259.9442674          22463.69357
0.014195          86.4408704          252.7684797          21849.52739
0.014196          86.46497189          245.6264831          21238.08696
0.014197          86.48963792          238.5188158          20629.40602
0.014198          86.51485759          231.4446803          20023.40356
0.014199          86.5406263          224.4052659          19420.17226
0.0142          86.56689206          217.3951787          18819.22497
0.014201          86.59376608          210.430643          18221.98188
0.014202          86.62111973          203.5029866          17627.65657
0.014203          86.64897453          196.6095408          17036.01509
0.014204          86.6773097          189.759065          16447.80525
0.014205          86.70610907          182.9519276          15863.04979
0.014206          86.73537896          176.1872654          15281.66923
0.014207          86.76511976          169.46173          14703.3673
0.014208          86.79529214          162.78322          14128.81714
0.014209          86.82588779          156.1520673          13558.04187
0.01421          86.85687492          149.5631539          12990.58815
0.014211          86.88834642          143.025601          12427.25797
0.014212          86.92018593          136.5375357          11867.86799
0.014213          86.95239709          130.097737          11312.31009
0.014214          86.98497887          123.7079964          10760.73745
0.014215          87.01794823          117.3650513          10212.86596
0.014216          87.05126097          111.0762671          9669.32911
0.014217          87.08490458          104.8418127          9130.13925
0.014218          87.11887838          98.66071912          8595.21119
0.014219          87.15319718          92.52977719          8064.26592
0.01422          87.18778234          86.45118136          7537.48678
0.014221          87.22269674          80.44112969          7016.29226
0.014222          87.25791947          74.47839499          6498.82979
0.014223          87.29339375          68.57372944          5986.03356
0.014224          87.32912508          62.72841177          5478.01732
0.014225          87.36511264          56.94142938          4974.69439
0.014226          87.40134116          51.21341202          4476.1209
0.014227          87.43782991          45.54128864          3982.03145
0.014228          87.47453098          39.93149173          3492.98851
0.014229          87.51143232          34.38400907          3008.99388
